396,71,76,26.07.2000
318,76,240,27.07.2000
317,240,180,28.07.2000
158,180,145,31.07.2000
59,145,80,01.08.2000
172,80,83,02.08.2000
328,83,100,03.08.2000
312,100,83,04.08.2000
373,83,63,07.08.2000
315,63,62,08.08.2000
335,62,63,09.08.2000
336,63,7,10.08.2000
336,7,45,11.08.2000
356,45,48,14.08.2000
395,48,16,15.08.2000
337,16,92,16.08.2000
358,92,92,17.08.2000
339,92,240,18.08.2000
298,240,241,21.08.2000
159,241,180,22.08.2000
93,180,145,23.08.2000
152,145,146,24.08.2000
307,146,146,25.08.2000
327,146,185,28.08.2000
290,185,181,29.08.2000
116,181,145,30.08.2000
76,145,180,31.08.2000
289,180,15,01.09.2000
269,15,109,04.09.2000
351,109,221,05.09.2000
293,221,40,06.09.2000
388,40,83,07.09.2000
279,83,42,08.09.2000
254,42,20,11.09.2000
392,20,4,12.09.2000
356,4,21,13.09.2000
376,21,4,14.09.2000
398,4,41,15.09.2000
399,41,43,18.09.2000
359,43,43,19.09.2000
359,43,43,20.09.2000
358,43,8,21.09.2000
337,8,19,22.09.2000
378,19,112,25.09.2000
398,112,79,26.09.2000
319,79,236,27.09.2000
299,236,234,28.09.2000
159,234,237,29.09.2000
58,237,390,02.10.2000
134,390,389,03.10.2000
31,389,368,04.10.2000
9,368,386,05.10.2000
44,386,306,06.10.2000
1,306,306,09.10.2000
40,306,268,10.10.2000
80,268,323,11.10.2000
161,323,223,12.10.2000
144,223,162,13.10.2000
262,162,121,16.10.2000
320,121,6,17.10.2000
344,6,40,18.10.2000
311,40,5,19.10.2000
394,5,62,20.10.2000
397,62,21,23.10.2000
339,21,22,24.10.2000
378,22,41,25.10.2000
357,41,4,26.10.2000
377,4,8,27.10.2000
379,8,27,30.10.2000
398,27,18,31.10.2000
398,18,79,01.11.2000
379,79,175,02.11.2000
339,175,238,03.11.2000
219,238,234,06.11.2000
79,234,295,07.11.2000
114,295,389,08.11.2000
53,389,299,09.11.2000
10,299,372,10.11.2000
49,372,332,13.11.2000
103,332,368,14.11.2000
121,368,368,15.11.2000
103,368,324,16.11.2000
2,324,324,17.11.2000
60,324,247,20.11.2000
81,247,320,21.11.2000
221,320,144,22.11.2000
142,144,161,23.11.2000
261,161,104,24.11.2000
189,104,17,27.11.2000
325,17,56,28.11.2000
332,56,56,29.11.2000
394,56,39,30.11.2000
396,39,238,01.12.2000
338,238,358,04.12.2000
199,358,395,05.12.2000
99,395,358,06.12.2000
71,358,378,07.12.2000
44,378,396,08.12.2000
61,396,392,11.12.2000
2,392,354,12.12.2000
21,354,388,13.12.2000
20,388,319,14.12.2000
1,319,357,15.12.2000
40,357,376,18.12.2000
81,376,355,19.12.2000
120,355,359,20.12.2000
23,359,358,21.12.2000
41,358,358,22.12.2000
41,358,378,25.12.2000
41,378,379,26.12.2000
2,379,378,27.12.2000
22,378,378,28.12.2000
21,378,379,29.12.2000
1,379,378,01.01.2001
1,378,379,02.01.2001
1,379,392,03.01.2001
1,392,359,04.01.2001
1,359,379,05.01.2001
20,379,396,08.01.2001
1,396,376,09.01.2001
2,376,392,10.01.2001
21,392,319,11.01.2001
1,319,334,12.01.2001
40,334,386,15.01.2001
80,386,306,16.01.2001
120,306,362,17.01.2001
65,362,139,18.01.2001
62,139,320,19.01.2001
240,320,13,22.01.2001
163,13,243,23.01.2001
360,243,360,24.01.2001
176,360,143,25.01.2001
16,143,104,26.01.2001
151,104,81,29.01.2001
189,81,9,30.01.2001
367,9,17,31.01.2001
354,17,56,01.02.2001
375,56,112,02.02.2001
377,112,154,05.02.2001
319,154,282,06.02.2001
219,282,282,07.02.2001
118,282,321,08.02.2001
94,321,12,09.02.2001
89,12,33,12.02.2001
360,33,320,13.02.2001
292,320,183,14.02.2001
388,183,140,15.02.2001
59,140,10,16.02.2001
173,10,15,19.02.2001
386,15,220,20.02.2001
394,220,85,21.02.2001
179,85,180,22.02.2001
259,180,17,23.02.2001
195,17,88,26.02.2001
351,88,51,27.02.2001
254,51,56,28.02.2001
392,56,78,01.03.2001
338,78,217,02.03.2001
336,217,214,05.03.2001
178,214,237,06.03.2001
79,237,390,07.03.2001
134,390,294,08.03.2001
31,294,273,09.03.2001
49,273,369,12.03.2001
128,369,361,13.03.2001
141,361,341,14.03.2001
25,341,120,15.03.2001
44,120,122,16.03.2001
240,122,103,19.03.2001
382,103,9,20.03.2001
367,9,80,21.03.2001
354,80,42,22.03.2001
296,42,24,23.03.2001
396,24,7,26.03.2001
338,7,45,27.03.2001
376,45,61,28.03.2001
377,61,43,29.03.2001
359,43,43,30.03.2001
358,43,24,02.04.2001
356,24,19,03.04.2001
356,19,56,04.04.2001
378,56,112,05.04.2001
377,112,78,06.04.2001
319,78,384,09.04.2001
299,384,383,10.04.2001
119,383,264,11.04.2001
92,264,208,12.04.2001
129,208,283,13.04.2001
182,283,206,16.04.2001
203,206,203,17.04.2001
283,203,223,18.04.2001
208,223,38,19.04.2001
247,38,196,20.04.2001
330,196,192,23.04.2001
251,192,212,24.04.2001
389,212,271,25.04.2001
135,271,197,26.04.2001
55,197,383,27.04.2001
111,383,302,30.04.2001
12,302,248,01.05.2001
29,248,209,02.05.2001
128,209,283,03.05.2001
301,283,228,04.05.2001
206,228,284,07.05.2001
246,284,301,08.05.2001
167,301,167,09.05.2001
205,167,182,10.05.2001
130,182,161,11.05.2001
207,161,123,14.05.2001
326,123,11,15.05.2001
309,11,50,16.05.2001
311,50,69,17.05.2001
394,69,90,18.05.2001
396,90,241,21.05.2001
318,241,80,22.05.2001
139,80,60,23.05.2001
350,60,83,24.05.2001
233,83,5,25.05.2001
393,5,63,28.05.2001
355,63,63,29.05.2001
395,63,46,30.05.2001
396,46,41,31.05.2001
338,41,24,01.06.2001
356,24,24,04.06.2001
356,24,28,05.06.2001
378,28,45,06.06.2001
378,45,48,07.06.2001
359,48,68,08.06.2001
359,68,200,11.06.2001
339,200,16,12.06.2001
178,16,92,13.06.2001
279,92,78,14.06.2001
254,78,194,15.06.2001
392,194,193,18.06.2001
198,193,383,19.06.2001
78,383,288,20.06.2001
13,288,190,21.06.2001
50,190,250,22.06.2001
129,250,270,25.06.2001
301,270,157,26.06.2001
246,157,347,27.06.2001
150,347,360,28.06.2001
164,360,226,29.06.2001
29,226,244,02.07.2001
129,244,206,03.07.2001
182,206,185,04.07.2001
303,185,160,05.07.2001
267,160,15,06.07.2001
307,15,51,09.07.2001
311,51,56,10.07.2001
272,56,78,11.07.2001
392,78,384,12.07.2001
318,384,135,13.07.2001
119,135,172,16.07.2001
19,172,98,17.07.2001
191,98,239,18.07.2001
325,239,296,19.07.2001
136,296,275,20.07.2001
56,275,295,23.07.2001
71,295,336,24.07.2001
166,336,318,25.07.2001
47,318,375,26.07.2001
46,375,375,27.07.2001
5,375,373,30.07.2001
3,373,333,31.07.2001
42,333,335,01.08.2001
41,335,335,02.08.2001
81,335,334,03.08.2001
121,334,351,06.08.2001
82,351,369,07.08.2001
82,369,309,08.08.2001
4,309,259,09.08.2001
60,259,276,10.08.2001
201,276,257,13.08.2001
203,257,279,14.08.2001
184,279,358,15.08.2001
185,358,395,16.08.2001
7,395,338,17.08.2001
8,338,395,20.08.2001
44,395,377,21.08.2001
61,377,376,22.08.2001
2,376,354,23.08.2001
42,354,354,24.08.2001
20,354,388,27.08.2001
41,388,332,28.08.2001
2,332,368,29.08.2001
43,368,179,30.08.2001
61,179,347,31.08.2001
241,347,324,03.09.2001
163,324,360,04.09.2001
244,360,121,05.09.2001
88,121,10,06.09.2001
240,10,17,07.09.2001
381,17,220,10.09.2001
386,220,38,11.09.2001
179,38,130,12.09.2001
279,130,76,13.09.2001
235,76,219,14.09.2001
372,219,236,17.09.2001
196,236,237,18.09.2001
58,237,296,19.09.2001
134,296,316,20.09.2001
52,316,382,21.09.2001
30,382,309,24.09.2001
27,309,158,25.09.2001
65,158,331,26.09.2001
280,331,367,27.09.2001
183,367,324,28.09.2001
224,324,268,01.10.2001
88,268,289,02.10.2001
200,289,284,03.10.2001
181,284,228,04.10.2001
204,228,189,05.10.2001
262,189,114,08.10.2001
207,114,281,09.10.2001
341,281,262,10.10.2001
229,262,160,11.10.2001
73,160,12,12.10.2001
151,12,128,15.10.2001
380,128,128,16.10.2001
271,128,202,17.10.2001
239,202,163,18.10.2001
196,163,202,19.10.2001
77,202,81,22.10.2001
154,81,84,23.10.2001
329,84,6,24.10.2001
273,6,85,25.10.2001
374,85,47,26.10.2001
296,47,17,29.10.2001
396,17,112,30.10.2001
338,112,130,31.10.2001
296,130,92,01.11.2001
219,92,152,02.11.2001
257,152,282,05.11.2001
177,282,262,06.11.2001
98,262,208,07.11.2001
94,208,301,08.11.2001
150,301,206,09.11.2001
206,206,206,12.11.2001
283,206,160,13.11.2001
169,160,143,14.11.2001
324,143,163,15.11.2001
308,163,126,16.11.2001
269,126,201,19.11.2001
290,201,11,20.11.2001
137,11,202,21.11.2001
351,202,86,22.11.2001
176,86,66,23.11.2001
390,66,70,26.11.2001
255,70,71,27.11.2001
393,71,56,28.11.2001
336,56,133,29.11.2001
336,133,99,30.11.2001
316,99,173,03.12.2001
278,173,213,04.12.2001
196,213,212,05.12.2001
97,212,178,06.12.2001
114,178,347,07.12.2001
268,347,310,10.12.2001
12,310,291,11.12.2001
29,291,178,12.12.2001
108,178,347,13.12.2001
281,347,199,14.12.2001
164,199,274,17.12.2001
283,274,294,18.12.2001
148,294,350,19.12.2001
245,350,330,20.12.2001
11,330,381,21.12.2001
46,381,340,24.12.2001
5,340,141,25.12.2001
43,141,144,26.12.2001
240,144,125,27.12.2001
382,125,126,28.12.2001
367,126,15,31.12.2001
313,15,93,01.01.2002
332,93,59,02.01.2002
295,59,174,03.01.2002
396,174,173,04.01.2002
198,173,172,07.01.2002
78,172,172,08.01.2002
175,172,190,09.01.2002
269,190,209,10.01.2002
269,209,209,11.01.2002
75,209,229,14.01.2002
75,229,320,15.01.2002
248,320,223,16.01.2002
52,223,223,17.01.2002
130,223,207,18.01.2002
169,207,146,21.01.2002
303,146,53,22.01.2002
267,53,181,23.01.2002
328,181,163,24.01.2002
157,163,80,25.01.2002
370,80,82,28.01.2002
194,82,5,29.01.2002
312,5,62,30.01.2002
374,62,62,31.01.2002
395,62,6,01.02.2002
396,6,9,04.02.2002
358,9,67,05.02.2002
376,67,68,06.02.2002
377,68,92,07.02.2002
359,92,92,08.02.2002
318,92,154,11.02.2002
297,154,154,12.02.2002
218,154,364,13.02.2002
238,364,115,14.02.2002
13,115,211,15.02.2002
131,211,326,18.02.2002
189,326,138,19.02.2002
245,138,343,20.02.2002
151,343,287,21.02.2002
168,287,138,22.02.2002
264,138,343,25.02.2002
171,343,301,26.02.2002
183,301,226,27.02.2002
264,226,208,28.02.2002
129,208,243,01.03.2002
301,243,54,04.03.2002
226,54,74,05.03.2002
330,74,97,06.03.2002
292,97,196,07.03.2002
372,196,384,08.03.2002
198,384,135,11.03.2002
119,135,211,12.03.2002
19,211,231,13.03.2002
189,231,118,14.03.2002
304,118,253,15.03.2002
193,253,311,18.03.2002
229,311,311,19.03.2002
14,311,293,20.03.2002
71,293,349,21.03.2002
67,349,344,22.03.2002
122,344,288,25.03.2002
25,288,286,26.03.2002
86,286,323,27.03.2002
181,323,223,28.03.2002
204,223,206,29.03.2002
262,206,57,01.04.2002
186,57,113,02.04.2002
361,113,94,03.04.2002
271,94,151,04.04.2002
372,151,210,05.04.2002
217,210,282,08.04.2002
97,282,96,09.04.2002
95,96,189,10.04.2002
151,189,114,11.04.2002
230,114,191,12.04.2002
348,191,190,15.04.2002
155,190,115,16.04.2002
57,115,118,17.04.2002
193,118,274,18.04.2002
270,274,274,19.04.2002
117,274,370,22.04.2002
93,370,330,23.04.2002
71,330,293,24.04.2002
46,293,277,25.04.2002
105,277,257,26.04.2002
181,257,276,29.04.2002
202,276,371,30.04.2002
184,371,298,01.05.2002
7,298,371,02.05.2002
66,371,339,03.05.2002
103,339,337,06.05.2002
3,337,375,07.05.2002
84,375,391,08.05.2002
120,391,313,09.05.2002
22,313,313,10.05.2002
60,313,331,13.05.2002
80,331,363,14.05.2002
141,363,159,15.05.2002
5,159,328,16.05.2002
260,328,199,17.05.2002
163,199,274,20.05.2002
284,274,273,21.05.2002
148,273,277,22.05.2002
245,277,370,23.05.2002
91,370,330,24.05.2002
7,330,330,27.05.2002
46,330,178,28.05.2002
84,178,278,29.05.2002
241,278,276,30.05.2002
187,276,352,31.05.2002
245,352,298,03.06.2002
11,298,375,04.06.2002
66,375,353,05.06.2002
103,353,318,06.06.2002
3,318,374,07.06.2002
63,374,334,10.06.2002
100,334,335,11.06.2002
43,335,372,12.06.2002
83,372,332,13.06.2002
120,332,292,14.06.2002
43,292,331,17.06.2002
200,331,179,18.06.2002
141,179,257,19.06.2002
281,257,279,20.06.2002
187,279,279,21.06.2002
245,279,316,24.06.2002
91,316,339,25.06.2002
165,339,338,26.06.2002
27,338,338,27.06.2002
25,338,338,28.06.2002
82,338,378,01.07.2002
82,378,396,02.07.2002
4,396,393,03.07.2002
22,393,388,04.07.2002
42,388,387,05.07.2002
0,387,319,08.07.2002
0,319,335,09.07.2002
40,335,351,10.07.2002
80,351,331,11.07.2002
120,331,313,12.07.2002
82,313,259,15.07.2002
82,259,279,16.07.2002
221,279,296,17.07.2002
202,296,317,18.07.2002
204,317,316,19.07.2002
165,316,371,22.07.2002
47,371,380,23.07.2002
5,380,266,24.07.2002
23,266,159,25.07.2002
200,159,360,26.07.2002
280,360,141,29.07.2002
183,141,164,30.07.2002
131,164,141,31.07.2002
189,141,10,01.08.2002
325,10,30,02.08.2002
332,30,220,05.08.2002
394,220,80,06.08.2002
179,80,10,07.08.2002
259,10,61,08.08.2002
255,61,46,09.08.2002
393,46,9,12.08.2002
396,9,71,13.08.2002
358,71,109,14.08.2002
377,109,92,15.08.2002
319,92,154,16.08.2002
299,154,282,19.08.2002
217,282,188,20.08.2002
98,188,95,21.08.2002
39,95,280,22.08.2002
212,280,226,23.08.2002
15,226,245,26.08.2002
37,245,119,27.08.2002
133,119,150,28.08.2002
340,150,116,29.08.2002
230,116,193,30.08.2002
348,193,252,02.09.2002
156,252,219,03.09.2002
56,219,254,04.09.2002
112,254,273,05.09.2002
53,273,383,06.09.2002
225,383,325,09.09.2002
10,325,322,10.09.2002
28,322,225,11.09.2002
84,225,33,12.09.2002
241,33,320,13.09.2002
381,320,183,16.09.2002
384,183,13,17.09.2002
18,13,54,18.09.2002
213,54,77,19.09.2002
366,77,132,20.09.2002
392,132,151,23.09.2002
319,151,95,24.09.2002
238,95,282,25.09.2002
258,282,188,26.09.2002
138,188,95,27.09.2002
38,95,116,30.09.2002
192,116,191,01.10.2002
346,191,136,02.10.2002
117,136,252,03.10.2002
174,252,383,04.10.2002
136,383,250,07.10.2002
14,250,326,08.10.2002
110,326,119,09.10.2002
143,119,191,10.10.2002
261,191,251,11.10.2002
189,251,231,14.10.2002
265,231,326,15.10.2002
112,326,285,16.10.2002
52,285,321,17.10.2002
48,321,184,18.10.2002
127,184,166,21.10.2002
281,166,33,22.10.2002
207,33,128,23.10.2002
361,128,53,24.10.2002
252,53,148,25.10.2002
391,148,58,28.10.2002
217,58,153,29.10.2002
371,153,134,30.10.2002
217,134,98,31.10.2002
370,98,197,01.11.2002
194,197,216,04.11.2002
137,216,255,05.11.2002
77,255,297,06.11.2002
113,297,318,07.11.2002
51,318,337,08.11.2002
30,337,375,11.11.2002
27,375,336,12.11.2002
5,336,373,13.11.2002
43,373,388,14.11.2002
62,388,313,15.11.2002
2,313,332,18.11.2002
60,332,367,19.11.2002
80,367,306,20.11.2002
120,306,306,21.11.2002
65,306,323,22.11.2002
83,323,203,25.11.2002
161,203,166,26.11.2002
262,166,183,27.11.2002
207,183,31,28.11.2002
324,31,146,29.11.2002
331,146,52,02.12.2002
252,52,90,03.12.2002
391,90,55,04.12.2002
256,55,133,05.12.2002
353,133,99,06.12.2002
218,99,195,09.12.2002
278,195,193,10.12.2002
196,193,213,11.12.2002
77,213,198,12.12.2002
154,198,258,13.12.2002
248,258,275,16.12.2002
55,275,298,17.12.2002
54,298,375,18.12.2002
90,375,355,19.12.2002
7,355,353,20.12.2002
45,353,353,23.12.2002
63,353,335,24.12.2002
41,335,334,25.12.2002
82,334,335,26.12.2002
82,335,298,27.12.2002
82,298,337,30.12.2002
180,337,337,31.12.2002
102,337,375,01.01.2003
140,375,382,02.01.2003
5,382,313,03.01.2003
22,313,313,06.01.2003
60,313,369,07.01.2003
80,369,179,08.01.2003
120,179,331,09.01.2003
260,331,278,10.01.2003
163,278,351,13.01.2003
244,351,273,14.01.2003
88,273,273,15.01.2003
160,273,277,16.01.2003
146,277,257,17.01.2003
203,257,275,20.01.2003
166,275,276,21.01.2003
185,276,315,22.01.2003
205,315,297,23.01.2003
165,297,298,24.01.2003
47,298,337,27.01.2003
145,337,375,28.01.2003
26,375,355,29.01.2003
5,355,353,30.01.2003
23,353,372,31.01.2003
62,372,332,03.02.2003
2,332,179,04.02.2003
43,179,367,05.02.2003
220,367,290,06.02.2003
163,290,308,07.02.2003
244,308,363,10.02.2003
108,363,265,11.02.2003
141,265,245,12.02.2003
66,245,57,13.02.2003
201,57,150,14.02.2003
321,150,283,17.02.2003
365,283,242,18.02.2003
16,242,208,19.02.2003
93,208,75,20.02.2003
150,75,131,21.02.2003
341,131,74,24.02.2003
271,74,149,25.02.2003
372,149,210,26.02.2003
217,210,149,27.02.2003
97,149,95,28.02.2003
174,95,99,03.03.2003
232,99,253,04.03.2003
291,253,197,05.03.2003
117,197,255,06.03.2003
38,255,297,07.03.2003
133,297,297,10.03.2003
225,297,315,11.03.2003
70,315,371,12.03.2003
67,371,380,13.03.2003
6,380,341,14.03.2003
24,341,120,17.03.2003
63,120,122,18.03.2003
240,122,100,19.03.2003
382,100,124,20.03.2003
367,124,100,21.03.2003
313,100,10,24.03.2003
314,10,47,25.03.2003
354,47,28,26.03.2003
394,28,68,27.03.2003
397,68,36,28.03.2003
339,36,79,31.03.2003
337,79,175,01.04.2003
339,175,384,02.04.2003
219,384,172,03.04.2003
119,172,264,04.04.2003
19,264,325,07.04.2003
148,325,247,08.04.2003
223,247,269,09.04.2003
110,269,270,10.04.2003
146,270,327,11.04.2003
243,327,250,14.04.2003
165,250,251,15.04.2003
262,251,198,16.04.2003
146,198,233,17.04.2003
302,233,253,18.04.2003
227,253,252,21.04.2003
246,252,198,22.04.2003
54,198,255,23.04.2003
227,255,258,24.04.2003
226,258,275,25.04.2003
246,275,371,28.04.2003
91,371,299,29.04.2003
7,299,318,30.04.2003
66,318,338,01.05.2003
104,338,337,02.05.2003
141,337,338,05.05.2003
25,338,358,06.05.2003
82,358,395,07.05.2003
4,395,379,08.05.2003
4,379,378,09.05.2003
22,378,379,12.05.2003
21,379,396,13.05.2003
1,396,396,14.05.2003
1,396,391,15.05.2003
0,391,319,16.05.2003
0,319,357,19.05.2003
40,357,357,20.05.2003
100,357,374,21.05.2003
120,374,356,22.05.2003
62,356,339,23.05.2003
41,339,338,26.05.2003
41,338,395,27.05.2003
81,395,373,28.05.2003
4,373,319,29.05.2003
22,319,391,30.05.2003
60,391,388,02.06.2003
100,388,368,03.06.2003
2,368,362,04.06.2003
42,362,159,05.06.2003
20,159,343,06.06.2003
240,343,247,09.06.2003
163,247,303,10.06.2003
284,303,248,11.06.2003
108,248,94,12.06.2003
243,94,99,13.06.2003
320,99,193,16.06.2003
366,193,171,17.06.2003
347,171,281,18.06.2003
78,281,188,19.06.2003
115,188,321,20.06.2003
111,321,162,23.06.2003
32,162,142,24.06.2003
283,142,143,25.06.2003
190,143,101,26.06.2003
325,101,103,27.06.2003
310,103,10,30.06.2003
294,10,50,01.07.2003
354,50,87,02.07.2003
395,87,88,03.07.2003
396,88,89,04.07.2003
318,89,80,07.07.2003
276,80,84,08.07.2003
315,84,6,09.07.2003
315,6,47,10.07.2003
355,47,201,11.07.2003
395,201,104,14.07.2003
179,104,81,15.07.2003
259,81,6,16.07.2003
233,6,46,17.07.2003
374,46,29,18.07.2003
395,29,51,21.07.2003
397,51,91,22.07.2003
339,91,59,23.07.2003
319,59,175,24.07.2003
298,175,217,25.07.2003
198,217,215,28.07.2003
78,215,390,29.07.2003
114,390,365,30.07.2003
12,365,361,31.07.2003
9,361,225,01.08.2003
44,225,269,04.08.2003
220,269,249,05.08.2003
182,249,304,06.08.2003
263,304,249,07.08.2003
90,249,284,08.08.2003
205,284,95,11.08.2003
166,95,281,12.08.2003
340,281,208,13.08.2003
188,208,262,14.08.2003
285,262,222,15.08.2003
133,222,160,18.08.2003
246,160,123,19.08.2003
267,123,142,20.08.2003
307,142,40,21.08.2003
270,40,42,22.08.2003
334,42,42,25.08.2003
394,42,22,26.08.2003
397,22,4,27.08.2003
378,4,24,28.08.2003
378,24,8,29.08.2003
398,8,27,01.09.2003
399,27,80,02.09.2003
399,80,25,03.09.2003
359,25,16,04.09.2003
358,16,79,05.09.2003
357,79,112,08.09.2003
377,112,219,09.09.2003
319,219,236,10.09.2003
198,236,296,11.09.2003
93,296,317,12.09.2003
113,317,316,15.09.2003
30,316,391,16.09.2003
67,391,299,17.09.2003
5,299,373,18.09.2003
65,373,319,19.09.2003
103,319,357,22.09.2003
121,357,376,23.09.2003
103,376,337,24.09.2003
3,337,376,25.09.2003
43,376,376,26.09.2003
61,376,318,29.09.2003
2,318,338,30.09.2003
60,338,338,01.10.2003
81,338,376,02.10.2003
121,376,391,03.10.2003
4,391,299,06.10.2003
22,299,337,07.10.2003
60,337,337,08.10.2003
80,337,374,09.10.2003
121,374,355,10.10.2003
5,355,391,13.10.2003
43,391,333,14.10.2003
42,333,386,15.10.2003
41,386,324,16.10.2003
61,324,269,17.10.2003
121,269,304,20.10.2003
200,304,227,21.10.2003
162,227,119,22.10.2003
282,119,176,23.10.2003
320,176,193,24.10.2003
365,193,212,27.10.2003
368,212,383,28.10.2003
154,383,264,29.10.2003
12,264,263,30.10.2003
50,263,182,31.10.2003
128,182,140,03.11.2003
322,140,143,04.11.2003
341,143,101,05.11.2003
346,101,102,06.11.2003
310,102,9,07.11.2003
294,9,87,10.11.2003
354,87,69,11.11.2003
296,69,37,12.11.2003
396,37,78,13.11.2003
338,78,217,14.11.2003
296,217,215,17.11.2003
178,215,239,18.11.2003
79,239,296,19.11.2003
134,296,316,20.11.2003
52,316,316,21.11.2003
30,316,392,24.11.2003
67,392,388,25.11.2003
5,388,319,26.11.2003
23,319,374,27.11.2003
60,374,299,28.11.2003
100,299,374,01.12.2003
160,374,318,02.12.2003
103,318,337,03.12.2003
160,337,375,04.12.2003
84,375,318,05.12.2003
120,318,337,08.12.2003
43,337,337,09.12.2003
83,337,375,10.12.2003
121,375,353,11.12.2003
4,353,299,12.12.2003
43,299,355,15.12.2003
60,355,355,16.12.2003
100,355,318,17.12.2003
3,318,337,18.12.2003
64,337,374,19.12.2003
81,374,353,22.12.2003
120,353,353,23.12.2003
23,353,335,24.12.2003
62,335,334,25.12.2003
41,334,331,26.12.2003
82,331,313,29.12.2003
82,313,277,30.12.2003
180,277,276,31.12.2003
180,276,351,01.01.2004
202,351,314,02.01.2004
6,314,298,05.01.2004
46,298,298,06.01.2004
105,298,371,07.01.2004
161,371,299,08.01.2004
6,299,318,09.01.2004
65,318,371,12.01.2004
104,371,334,13.01.2004
120,334,386,14.01.2004
45,386,324,15.01.2004
62,324,360,16.01.2004
43,360,141,19.01.2004
62,141,14,20.01.2004
240,14,33,21.01.2004
381,33,77,22.01.2004
386,77,260,23.01.2004
396,260,321,26.01.2004
199,321,58,27.01.2004
99,58,280,28.01.2004
151,280,180,29.01.2004
188,180,11,30.01.2004
285,11,202,02.02.2004
213,202,15,03.02.2004
385,15,72,04.02.2004
390,72,93,05.02.2004
235,93,59,06.02.2004
392,59,215,09.02.2004
318,215,215,10.02.2004
178,215,259,11.02.2004
58,259,296,12.02.2004
134,296,390,13.02.2004
51,390,294,16.02.2004
10,294,314,17.02.2004
66,314,382,18.02.2004
104,382,309,19.02.2004
120,309,361,20.02.2004
65,361,224,23.02.2004
103,224,14,24.02.2004
241,14,320,25.02.2004
381,320,141,26.02.2004
384,141,144,27.02.2004
18,144,202,01.03.2004
173,202,40,02.03.2004
345,40,42,03.03.2004
331,42,22,04.03.2004
273,22,8,05.03.2004
374,8,27,08.03.2004
378,27,45,09.03.2004
398,45,64,10.03.2004
359,64,16,11.03.2004
359,16,200,12.03.2004
358,200,49,15.03.2004
199,49,89,16.03.2004
279,89,107,17.03.2004
235,107,37,18.03.2004
372,37,260,19.03.2004
277,260,55,22.03.2004
158,55,152,23.03.2004
350,152,340,24.03.2004
234,340,184,25.03.2004
